timestamp,tweets_count,usernames_count,likes_sum,replies_sum,retweets_sum,compound_score_sum,positive_score_sum,negative_score_sum,neutral_score_sum,likes_mean,replies_mean,retweets_mean,compound_score_mean,positive_score_mean,negative_score_mean,neutral_score_mean
1609650000,138,138,385,99,56,25.4289,17.664,5.996,131.34,2.4838709677419355,0.6387096774193548,0.36129032258064514,0.1640574193548387,0.11396129032258065,0.03868387096774194,0.8473548387096774
1609653600,176,176,528,57,51,27.000899999999998,21.144,7.196,152.66,2.9171270718232045,0.3149171270718232,0.281767955801105,0.14917624309392263,0.11681767955801103,0.03975690607734807,0.8434254143646409
1609657200,142,142,490,56,57,26.8805,17.548000000000002,4.784,125.665,3.310810810810811,0.3783783783783784,0.38513513513513514,0.181625,0.11856756756756757,0.032324324324324326,0.8490878378378379
1609660800,116,116,270,60,205,25.7816,15.82,3.584,97.596,2.3076923076923075,0.5128205128205128,1.7521367521367521,0.22035555555555555,0.13521367521367522,0.030632478632478633,0.8341538461538461
1609664400,90,90,271,220,110,13.8084,8.833,3.559,80.61,2.913978494623656,2.3655913978494625,1.1827956989247312,0.1484774193548387,0.09497849462365592,0.03826881720430108,0.8667741935483871
1609668000,74,74,240,64,59,11.419,8.709,2.198,65.095,3.1578947368421053,0.8421052631578947,0.7763157894736842,0.15025,0.11459210526315788,0.028921052631578948,0.8565131578947368
1609671600,79,79,357,61,64,15.9385,8.258,3.181,67.559,4.518987341772152,0.7721518987341772,0.810126582278481,0.20175316455696202,0.10453164556962025,0.040265822784810126,0.8551772151898734
1609675200,101,101,253,46,35,17.1441,11.563,3.931,87.505,2.4563106796116503,0.44660194174757284,0.33980582524271846,0.166447572815534,0.1122621359223301,0.03816504854368932,0.8495631067961165
1609678800,116,116,401,55,71,19.4343,11.07,4.104,101.825,3.427350427350427,0.4700854700854701,0.6068376068376068,0.1661051282051282,0.09461538461538462,0.035076923076923075,0.8702991452991453
1609682400,144,144,580,86,82,27.4394,15.591,5.031,124.382,4.0,0.593103448275862,0.5655172413793104,0.18923724137931033,0.10752413793103448,0.03469655172413793,0.8578068965517242
1609686000,135,135,428,63,38,24.9637,15.432,4.255,119.313,3.079136690647482,0.45323741007194246,0.2733812949640288,0.17959496402877698,0.11102158273381295,0.030611510791366904,0.8583669064748202
1609689600,162,162,429,62,51,39.076,26.355,5.254,135.391,2.568862275449102,0.3712574850299401,0.30538922155688625,0.2339880239520958,0.15781437125748504,0.031461077844311375,0.8107245508982035
1609693200,133,133,715,92,170,23.6671,14.209999999999999,4.355,146.436,4.333333333333333,0.5575757575757576,1.0303030303030303,0.1434369696969697,0.08612121212121211,0.026393939393939397,0.8874909090909091
1609696800,117,117,618,65,62,24.8128,15.69,4.476,154.834,3.5314285714285716,0.37142857142857144,0.35428571428571426,0.14178742857142856,0.08965714285714285,0.025577142857142857,0.8847657142857143
1609700400,112,112,312,67,48,11.2076,10.664,6.2490000000000006,107.088,2.5161290322580645,0.5403225806451613,0.3870967741935484,0.09038387096774193,0.086,0.050395161290322586,0.8636129032258064
1609704000,116,116,218,47,40,16.1642,13.844,7.045,107.115,1.703125,0.3671875,0.3125,0.1262828125,0.10815625,0.0550390625,0.8368359375
1609707600,87,87,304,43,87,7.2359,6.415,3.317,86.265,3.1666666666666665,0.4479166666666667,0.90625,0.07537395833333334,0.06682291666666666,0.03455208333333334,0.89859375
1609711200,80,80,137,28,27,11.8184,9.078,3.104,78.819,1.5054945054945055,0.3076923076923077,0.2967032967032967,0.12987252747252748,0.09975824175824176,0.03410989010989011,0.8661428571428572
1609714800,84,84,354,43,49,16.8499,11.246,3.3859999999999997,163.373,1.9887640449438202,0.24157303370786518,0.2752808988764045,0.0946623595505618,0.06317977528089888,0.019022471910112356,0.9178258426966291
1609718400,107,107,255,54,41,17.5772,11.618,4.943,134.441,1.6887417218543046,0.3576158940397351,0.271523178807947,0.11640529801324505,0.07694039735099338,0.03273509933774834,0.8903377483443708
1609722000,86,86,162,36,26,18.0473,10.9,2.378,96.722,1.4727272727272727,0.32727272727272727,0.23636363636363636,0.16406636363636365,0.09909090909090909,0.021618181818181818,0.879290909090909
1609725600,87,87,327,46,84,10.169,9.938,3.802,103.261,2.7948717948717947,0.39316239316239315,0.717948717948718,0.08691452991452991,0.08494017094017095,0.0324957264957265,0.8825726495726496
1609729200,100,100,222,45,54,17.5615,11.783,3.028,102.188,1.8974358974358974,0.38461538461538464,0.46153846153846156,0.15009829059829058,0.10070940170940171,0.02588034188034188,0.8734017094017095
1609732800,86,86,155,39,30,16.5967,10.435,3.025,81.537,1.631578947368421,0.4105263157894737,0.3157894736842105,0.17470210526315788,0.1098421052631579,0.031842105263157894,0.8582842105263159
1609736400,63,63,142,23,24,12.0896,7.136,2.326,61.535,2.0,0.323943661971831,0.3380281690140845,0.17027605633802817,0.10050704225352113,0.032760563380281695,0.8666901408450703
1609740000,65,65,199,29,31,8.0942,5.619,3.697,62.685,2.763888888888889,0.4027777777777778,0.4305555555555556,0.11241944444444446,0.07804166666666666,0.051347222222222225,0.870625
1609743600,46,46,544,30,97,7.2616,5.288,1.9420000000000002,70.77,6.9743589743589745,0.38461538461538464,1.2435897435897436,0.0930974358974359,0.0677948717948718,0.0248974358974359,0.9073076923076923
1609747200,35,35,10835,70,2168,1.5962,3.0300000000000002,2.012,41.958,230.53191489361703,1.4893617021276595,46.12765957446808,0.033961702127659574,0.06446808510638298,0.042808510638297874,0.8927234042553192
1609750800,34,34,60,7,9,9.5694,5.136,0.891,33.973,1.5,0.175,0.225,0.239235,0.12840000000000001,0.022275,0.849325
1609754400,57,57,183,34,16,7.951,6.149,1.826,60.024,2.6911764705882355,0.5,0.23529411764705882,0.11692647058823528,0.09042647058823529,0.02685294117647059,0.8827058823529412
1609758000,41,41,57,12,9,5.6192,3.764,1.854,50.38,1.0178571428571428,0.21428571428571427,0.16071428571428573,0.10034285714285715,0.06721428571428571,0.033107142857142856,0.8996428571428572
1609761600,44,44,196,50,99,10.3964,6.289,1.006,42.702,3.92,1.0,1.98,0.207928,0.12578,0.02012,0.8540399999999999
1609765200,42,42,567,28,94,6.6753,3.404,2.058,40.538,12.326086956521738,0.6086956521739131,2.0434782608695654,0.14511521739130434,0.074,0.04473913043478261,0.8812608695652173
1609768800,50,50,46,21,4,5.4214,4.849,1.713,71.437,0.5897435897435898,0.2692307692307692,0.05128205128205128,0.0695051282051282,0.06216666666666667,0.021961538461538463,0.9158589743589743
1609772400,78,78,278,62,126,11.0451,8.66,2.43,110.909,2.278688524590164,0.5081967213114754,1.0327868852459017,0.09053360655737705,0.07098360655737705,0.019918032786885247,0.9090901639344263
1609776000,89,89,428,45,33,13.4389,10.451,3.123,135.428,2.87248322147651,0.30201342281879195,0.2214765100671141,0.09019395973154362,0.07014093959731545,0.020959731543624162,0.9089127516778523
1609779600,77,77,360,63,79,11.9431,7.164,3.756,152.078,2.208588957055215,0.38650306748466257,0.48466257668711654,0.07327055214723927,0.04395092024539877,0.023042944785276073,0.9329938650306748
