timestamp,dogecoin_price,dogecoin_market_cap,dogecoin_volume,bitcoin_price,bitcoin_market_cap,bitcoin_volume
1609462800,0.0046532854334959154,0.333873148027077,125931232.82118016,29018.48965302439,57166.66441986013,37787298975.16558
1609466400,0.00473243419171013,0.333873148027077,120294400.44318104,29347.05538594715,57166.66441986013,38040194891.30727
1609470000,0.004756765921905287,0.333873148027077,117695286.35096559,29261.317587139503,57166.66441986013,39086868805.96785
1609473600,0.004929021426190432,0.333873148027077,125960877.19243538,29324.67836596399,57166.66441986013,38963002359.55586
1609477200,0.004889356950756446,0.333873148027077,133725927.74990723,29169.454062761637,57166.66441986013,38735815103.79297
1609480800,0.004886104690399564,0.333873148027077,134387940.40835276,29197.96020784826,57166.66441986013,36601667504.235245
1609491600,0.004896182313344842,0.333873148027077,133417208.80494344,29135.85657545741,57166.66441986013,37018279769.65355
1609502400,0.004897548549659949,0.333873148027077,135825127.85576582,29391.76472580144,57166.66441986013,37201729098.43028
1609506000,0.004959739658423981,0.333873148027077,140209849.3339255,29310.653572947653,57166.66441986013,38276966587.70918
1609509600,0.004952813608747134,0.333873148027077,139478242.9330662,29460.97892276348,57166.66441986013,36327546927.79146
1609513200,0.0049661662840278075,0.333873148027077,138453999.9463818,29345.062106938833,57166.66441986013,35240432786.30991
1609516800,0.0049298085491945,0.333873148027077,139066468.7603233,29265.03920060586,57166.66441986013,33706746948.63738
1609520400,0.004983714053639423,0.333873148027077,141017553.04802284,29348.24594983417,57166.66441986013,33483092483.880325
1609524000,0.005047607634513283,0.333873148027077,151475703.32093397,29269.970989745834,57166.66441986013,33510688400.999203
1609527600,0.005075616522856147,0.333873148027077,158807864.52876934,29118.514971503246,57166.66441986013,33057619260.233517
1609534800,0.005243078332633556,0.333873148027077,202829880.09959885,29263.09613350326,57166.66441986013,34714344928.60263
1609538400,0.005361067900492921,0.333873148027077,217769184.26044345,29253.385285359283,57166.66441986013,34561299418.63684
1609542000,0.005477295917626914,0.333873148027077,232562943.56600672,29304.080786717124,57166.66441986013,34353704843.835396
1609545600,0.005612367510910732,0.333873148027077,250098836.04479197,29234.635279494083,57166.66441986013,33958683192.18768
1609552800,0.005743339257366281,0.333873148027077,299193392.52796966,29391.199135361854,57166.66441986013,33343213659.59777
1609556400,0.006542454241811012,0.333873148027077,392769612.8605341,29361.690785171326,57166.66441986013,33204793848.94988
1609560000,0.006760313750435196,0.333873148027077,473128030.9984306,29342.220924293473,57166.66441986013,32843230147.293354
1609563600,0.0073833186172483556,0.333873148027077,663305195.1893852,29382.12109993125,57166.66441986013,32724186443.058292
1609567200,0.007129551008866432,0.333873148027077,693414400.0523286,29609.098285165015,57166.66441986013,33464495856.20143
1609570800,0.006834824485144875,0.333873148027077,714015048.4525886,29727.274074059726,57166.66441986013,33812534362.62957
1609574400,0.0070969643565576895,0.333873148027077,809786937.275944,29852.538819032132,57166.66441986013,34142880141.098175
1609578000,0.0067820178594721016,0.333873148027077,807298892.6463836,29849.708049449608,57166.66441986013,34037329348.54616
1609581600,0.00687145837096402,0.333873148027077,847414600.5504813,29798.83043739093,57166.66441986013,34327989012.980743
1609585200,0.0073241779081135265,0.333873148027077,931830993.4684612,29804.54737071613,57166.66441986013,34666850595.575836
1609588800,0.007096979131878251,0.333873148027077,938878754.9311782,29870.00791434408,57166.66441986013,34253887318.857864
1609592400,0.006953504932770334,0.333873148027077,952409022.0077455,30616.630670235332,57166.66441986013,37425582275.88907
1609599600,0.0076556579487212974,0.333873148027077,1124750558.7663646,31295.72103293613,57166.66441986013,41732940827.59564
1609603200,0.008921897622035138,0.333873148027077,1456201613.839526,32217.119517916322,57166.66441986013,42919758851.61119
1609610400,0.00995822883890651,0.333873148027077,1938191561.8767664,32711.28172105415,57166.66441986013,47541837719.3322
1609614000,0.011520569159483383,0.333873148027077,2406472000.0931425,32982.7937805335,57166.66441986013,49090589167.008026
1609617600,0.011718368261034938,0.333873148027077,2822029058.330626,33064.10147342428,57166.66441986013,48950362657.51684
1609621200,0.010483906866839263,0.333873148027077,2747965863.879283,31710.007575131476,57166.66441986013,53341241461.607155
1609628400,0.010702318784498623,0.333873148027077,3093024013.6420946,31985.94327590237,57166.66441986013,56357505897.71526
1609632000,0.010194721570119476,0.333873148027077,3032388839.206659,32208.489017143685,57166.66441986013,57573911507.35157
1609635600,0.009515248659253685,0.333873148027077,2898380174.87807,32484.23873972136,57166.66441986013,57914655416.38135
1609639200,0.009950490875369481,0.333873148027077,3067732401.378935,32669.95706953804,57166.66441986013,58772044560.27526
1609642800,0.009960323273601506,0.333873148027077,3093401893.43088,32818.155611296446,57166.66441986013,58210151029.83003
1609646400,0.010971204758251111,0.333873148027077,3292132856.238597,32673.420095782833,57166.66441986013,59013627313.22096
1609650000,0.010959023195281987,0.333873148027077,3192102324.0282774,33611.431863152255,57166.66441986013,61183033953.337975
1609653600,0.012219869736596455,0.333873148027077,3506381712.469205,33972.16002395336,57166.66441986013,64356045396.678215
1609657200,0.012367670798787547,0.333873148027077,3571129967.047955,33918.29796049026,57166.66441986013,68122942332.54008
1609660800,0.012510922101408238,0.333873148027077,3588999264.0021825,34392.95141641195,57166.66441986013,67499237585.17189
1609664400,0.011934303317323479,0.333873148027077,3497044530.5042877,34571.219246824374,57166.66441986013,67790754590.22124
1609668000,0.011689933852290939,0.333873148027077,3465825410.774509,34345.51737983793,57166.66441986013,70730545633.0673
1609671600,0.011702391875215833,0.333873148027077,3494983990.980881,33985.25501143137,57166.66441986013,71216144186.7519
